ticker,entry_date,exit_date,entry_price,exit_price,return_pct,hold_days,exit_reason
AAPL,2023-05-19,2023-08-04,176.39,181.99,2.97,52,SMA50_BREAK
AAPL,2023-12-14,2024-01-02,198.02,184.16,-7.2,11,STOP_LOSS
AAPL,2024-06-12,2024-08-05,207.37,209.27,0.72,36,SMA50_BREAK
AAPL,2024-12-03,2025-01-10,239.81,236.85,-1.43,25,SMA50_BREAK
AAPL,2025-10-21,2025-12-31,261.88,271.86,3.61,49,SMA50_BREAK
AAPL,2026-05-07,2026-06-04,289.27,311.23,7.39,20,EOD
ABNB,2023-07-24,2023-08-10,147.06,136.77,-7.2,13,STOP_LOSS
ABNB,2024-02-16,2024-04-15,156.1,155.6,-0.52,39,SMA50_BREAK
ADBE,2023-06-13,2023-09-08,489.71,560.36,14.23,60,MAX_HOLD
ADBE,2023-11-08,2024-01-02,589.0,580.07,-1.72,36,SMA50_BREAK
ADBE,2024-01-30,2024-02-13,630.0,601.89,-4.66,10,SMA50_BREAK
ADI,2023-02-03,2023-04-21,176.93,186.34,5.12,53,SMA50_BREAK
ADI,2023-12-15,2024-01-04,201.94,187.8,-7.2,12,STOP_LOSS
ADI,2024-01-24,2024-02-06,200.86,189.71,-5.75,9,SMA50_BREAK
ADI,2024-04-10,2024-04-12,200.38,192.27,-4.25,2,SMA50_BREAK
ADI,2024-05-16,2024-07-24,216.0,224.62,3.79,46,SMA50_BREAK
ADI,2025-08-27,2025-10-01,254.59,236.77,-7.2,24,STOP_LOSS
ADI,2025-12-02,2026-03-02,268.19,352.41,31.2,60,MAX_HOLD
ADI,2026-04-20,2026-06-04,373.02,428.76,14.74,33,EOD
ADP,2022-08-11,2022-09-13,252.65,234.96,-7.2,22,STOP_LOSS
ADP,2022-12-01,2022-12-15,267.06,248.37,-7.2,10,STOP_LOSS
ADP,2024-07-30,2024-10-23,256.14,290.04,13.03,60,MAX_HOLD
ADP,2024-10-31,2024-12-16,291.51,296.81,1.62,31,SMA50_BREAK
ADP,2025-02-26,2025-03-11,312.74,292.44,-6.69,9,SMA50_BREAK
ADP,2025-05-22,2025-06-13,322.6,306.82,-5.09,15,SMA50_BREAK
ADSK,2023-12-14,2024-03-05,235.36,247.29,4.87,54,SMA50_BREAK
ADSK,2024-10-16,2024-12-18,288.18,292.83,1.41,44,SMA50_BREAK
ADSK,2025-09-09,2025-10-10,326.69,303.82,-7.2,23,STOP_LOSS
AEP,2022-08-15,2022-09-20,103.78,99.76,-4.07,25,SMA50_BREAK
AEP,2024-07-18,2024-10-04,93.25,100.28,7.34,55,SMA50_BREAK
AEP,2025-02-24,2025-04-07,105.87,101.57,-4.26,30,SMA50_BREAK
AEP,2025-07-23,2025-09-04,110.25,108.64,-1.66,30,SMA50_BREAK
AEP,2025-10-07,2025-12-03,116.57,118.06,1.08,40,SMA50_BREAK
AEP,2026-02-17,2026-05-06,131.31,132.56,0.75,55,SMA50_BREAK
AMAT,2023-05-18,2023-07-20,125.81,134.04,6.34,42,SMA50_BREAK
AMAT,2023-07-31,2023-08-11,151.93,141.29,-7.2,9,STOP_LOSS
AMAT,2023-09-01,2023-09-12,154.5,143.97,-7.02,6,SMA50_BREAK
AMAT,2023-11-15,2023-11-17,154.97,144.12,-7.2,2,STOP_LOSS
AMAT,2023-12-15,2024-01-03,162.21,150.86,-7.2,11,STOP_LOSS
AMAT,2024-01-22,2024-04-17,168.18,199.89,18.65,60,SMA50_BREAK
AMAT,2024-05-16,2024-07-17,218.22,220.07,0.65,41,SMA50_BREAK
AMAT,2025-10-02,2025-10-08,225.0,209.25,-7.2,4,STOP_LOSS
AMAT,2025-12-03,2026-03-03,265.3,351.32,32.22,60,MAX_HOLD
AMAT,2026-05-07,2026-06-04,426.36,501.7,17.47,20,EOD
AMD,2023-05-26,2023-06-21,122.46,113.89,-7.2,16,STOP_LOSS
AMD,2023-12-12,2024-03-11,132.25,198.39,49.81,60,MAX_HOLD
AMD,2025-07-29,2025-08-06,175.21,162.95,-7.2,6,STOP_LOSS
AMD,2025-10-09,2025-10-10,236.3,219.76,-7.2,1,STOP_LOSS
AMD,2025-10-16,2025-11-19,236.29,219.75,-7.2,24,STOP_LOSS
AMD,2026-04-17,2026-06-04,281.0,523.2,85.99,34,EOD
AMGN,2022-10-25,2022-12-15,260.49,266.14,1.97,36,SMA50_BREAK
AMGN,2024-01-04,2024-02-09,301.5,291.12,-3.64,25,SMA50_BREAK
AMGN,2024-07-25,2024-08-07,335.99,312.47,-7.2,9,STOP_LOSS
AMGN,2025-11-12,2025-12-09,338.64,314.94,-7.2,18,STOP_LOSS
AMGN,2026-01-22,2026-03-18,344.15,351.48,1.93,38,SMA50_BREAK
AMZN,2023-09-12,2023-09-20,142.32,135.29,-5.14,6,SMA50_BREAK
AMZN,2023-11-15,2024-02-13,147.06,168.64,14.47,60,MAX_HOLD
AMZN,2024-02-23,2024-04-19,174.28,174.63,0.0,39,SMA50_BREAK
AMZN,2024-06-27,2024-07-18,195.01,183.75,-5.97,14,SMA50_BREAK
AMZN,2024-11-07,2025-02-06,207.44,238.83,14.93,60,MAX_HOLD
AMZN,2026-04-27,2026-06-04,263.46,253.79,-3.87,28,EOD
APP,2023-08-15,2023-10-13,39.69,38.52,-3.15,42,SMA50_BREAK
APP,2024-01-24,2024-01-30,45.42,42.24,-7.2,4,STOP_LOSS
APP,2024-02-08,2024-05-06,47.8,76.85,60.57,60,MAX_HOLD
APP,2024-09-03,2024-09-04,92.62,86.14,-7.2,1,STOP_LOSS
APP,2024-09-12,2024-12-06,97.35,401.5,312.23,60,MAX_HOLD
APP,2025-09-10,2025-10-21,562.83,552.64,-2.01,29,SMA50_BREAK
ARM,2026-04-23,2026-06-03,194.42,411.83,111.62,30,EOD
ASML,2023-05-19,2023-07-20,698.0,676.13,-3.33,41,SMA50_BREAK
ASML,2024-01-24,2024-04-15,826.86,954.82,15.28,56,SMA50_BREAK
ASML,2024-06-07,2024-07-17,1040.25,967.43,-7.2,26,STOP_LOSS
ASML,2025-09-16,2025-11-20,879.94,981.04,11.29,47,SMA50_BREAK
ASML,2025-12-02,2025-12-17,1089.61,1013.34,-7.2,11,STOP_LOSS
ASML,2026-01-05,2026-03-06,1211.22,1292.8,6.54,42,SMA50_BREAK
ASML,2026-05-07,2026-06-04,1548.74,1757.47,13.28,20,EOD
AVGO,2023-03-21,2023-04-26,64.31,61.62,-4.38,25,SMA50_BREAK
AVGO,2023-05-18,2023-08-09,65.6,85.07,29.48,56,SMA50_BREAK
AVGO,2023-09-01,2023-09-05,90.19,87.22,-3.49,1,SMA50_BREAK
AVGO,2023-11-13,2024-02-09,95.0,128.34,34.89,60,MAX_HOLD
AVGO,2024-02-23,2024-03-19,130.84,121.68,-7.2,17,STOP_LOSS
AVGO,2024-05-16,2024-05-31,142.6,132.62,-7.2,10,STOP_LOSS
AVGO,2024-06-11,2024-07-24,143.82,151.34,5.03,29,SMA50_BREAK
AVGO,2024-12-17,2024-12-18,240.65,223.8,-7.2,1,STOP_LOSS
AVGO,2025-06-04,2025-08-29,258.06,297.39,15.04,60,MAX_HOLD
AVGO,2025-09-11,2025-09-17,371.18,345.2,-7.2,4,STOP_LOSS
AVGO,2025-10-30,2025-11-04,386.4,359.35,-7.2,3,STOP_LOSS
AVGO,2025-11-26,2025-12-12,385.55,358.56,-7.2,11,STOP_LOSS
AVGO,2026-06-01,2026-06-04,450.09,418.58,-7.2,3,STOP_LOSS
AXON,2022-11-17,2022-12-06,189.1,175.86,-7.2,12,STOP_LOSS
AXON,2023-03-02,2023-04-28,215.0,210.71,-2.2,40,SMA50_BREAK
AXON,2023-11-09,2024-02-07,230.23,265.47,15.11,60,MAX_HOLD
AXON,2024-05-07,2024-05-09,312.82,309.09,-1.39,2,SMA50_BREAK
AXON,2024-08-09,2024-11-04,367.27,431.57,17.31,60,MAX_HOLD
AXON,2024-11-07,2025-01-06,465.5,570.71,22.4,39,SMA50_BREAK
AXON,2025-02-19,2025-02-20,700.0,651.0,-7.2,1,STOP_LOSS
AXON,2025-06-02,2025-07-10,755.0,732.99,-3.12,26,SMA50_BREAK
AZN,2023-01-11,2023-01-23,142.72,135.22,-5.46,7,SMA50_BREAK
AZN,2023-04-06,2023-05-25,144.82,143.58,-1.06,34,SMA50_BREAK
AZN,2024-04-29,2024-07-02,152.36,153.98,0.86,44,SMA50_BREAK
AZN,2024-08-02,2024-09-09,163.2,161.78,-1.07,25,SMA50_BREAK
AZN,2025-10-02,2025-11-05,166.8,162.3,-2.9,24,SMA50_BREAK
AZN,2025-11-11,2026-01-20,176.38,179.88,1.78,46,SMA50_BREAK
AZN,2026-01-28,2026-02-03,186.34,184.32,-1.28,4,SMA50_BREAK
BIIB,2023-05-02,2023-06-14,309.2,299.99,-3.18,30,SMA50_BREAK
BIIB,2025-11-24,2026-01-14,177.65,169.31,-4.89,34,SMA50_BREAK
BIIB,2026-02-09,2026-03-03,199.83,185.84,-7.2,15,STOP_LOSS
BIIB,2026-05-14,2026-05-21,200.25,186.23,-7.2,5,STOP_LOSS
BKNG,2023-02-28,2023-05-05,100.47,102.77,2.09,47,SMA50_BREAK
BKNG,2023-05-19,2023-05-25,111.24,103.45,-7.2,4,STOP_LOSS
BKNG,2023-08-08,2023-09-21,127.7,121.45,-5.1,31,SMA50_BREAK
BKNG,2023-12-08,2024-02-23,128.84,140.24,8.65,51,SMA50_BREAK
BKNG,2024-06-24,2024-07-24,159.56,152.23,-4.8,21,SMA50_BREAK
BKNG,2024-10-30,2025-01-02,175.4,197.01,12.12,43,SMA50_BREAK
BKNG,2025-06-30,2025-07-31,228.16,220.16,-3.71,22,SMA50_BREAK
BKR,2023-07-10,2023-09-21,33.02,35.06,5.98,52,SMA50_BREAK
BKR,2024-07-29,2024-08-05,37.78,35.14,-7.2,5,STOP_LOSS
BKR,2024-11-08,2024-12-18,43.04,40.03,-7.2,27,STOP_LOSS
BKR,2025-01-14,2025-02-25,44.91,44.04,-2.14,28,SMA50_BREAK
BKR,2025-09-25,2025-10-10,49.68,46.2,-7.2,11,STOP_LOSS
BKR,2026-01-16,2026-03-12,52.02,55.9,7.26,37,SMA50_BREAK
CCEP,2023-04-03,2023-06-06,59.04,62.31,5.34,44,SMA50_BREAK
CCEP,2024-01-25,2024-02-14,67.89,66.17,-2.73,14,SMA50_BREAK
CCEP,2024-03-15,2024-04-01,71.74,69.29,-3.62,10,SMA50_BREAK
CCEP,2024-05-01,2024-06-28,71.71,72.87,1.42,40,SMA50_BREAK
CCEP,2024-08-16,2024-10-01,76.8,77.43,0.62,31,SMA50_BREAK
CCEP,2025-02-14,2025-04-07,82.74,82.99,0.1,35,SMA50_BREAK
CCEP,2025-07-07,2025-08-06,96.57,89.81,-7.2,22,STOP_LOSS
CCEP,2026-02-18,2026-03-18,103.99,96.71,-7.2,20,STOP_LOSS
CDNS,2022-08-16,2022-08-26,191.48,178.08,-7.2,8,STOP_LOSS
CDNS,2023-02-15,2023-04-26,199.1,203.61,2.07,48,SMA50_BREAK
CDNS,2023-05-19,2023-05-23,217.91,205.76,-5.78,2,SMA50_BREAK
CDNS,2023-05-26,2023-08-02,226.26,228.74,0.9,45,SMA50_BREAK
CDNS,2023-10-10,2023-10-25,248.27,230.89,-7.2,11,STOP_LOSS
CDNS,2023-11-13,2024-01-03,260.6,257.28,-1.47,34,SMA50_BREAK
CDNS,2024-01-17,2024-04-10,277.56,304.59,9.54,58,SMA50_BREAK
CDNS,2024-06-20,2024-07-01,328.79,305.77,-7.2,7,STOP_LOSS
CDNS,2025-07-07,2025-09-10,326.81,338.53,3.39,46,SMA50_BREAK
CDNS,2025-09-22,2025-09-29,370.0,348.52,-6.01,5,SMA50_BREAK
CDNS,2026-06-02,2026-06-04,405.98,411.68,1.2,3,EOD
CDW,2023-01-24,2023-03-09,199.62,196.21,-1.91,31,SMA50_BREAK
CDW,2023-09-08,2023-09-26,213.52,200.24,-6.42,12,SMA50_BREAK
CDW,2023-11-15,2024-01-05,219.3,214.04,-2.6,34,SMA50_BREAK
CDW,2024-03-01,2024-04-12,247.11,242.91,-1.9,29,SMA50_BREAK
CEG,2023-08-07,2023-10-02,104.58,104.73,-0.06,39,SMA50_BREAK
CEG,2023-11-07,2023-12-06,124.44,115.73,-7.2,20,STOP_LOSS
CEG,2024-02-02,2024-04-30,127.01,185.94,46.2,60,MAX_HOLD
CEG,2024-05-09,2024-06-07,205.43,198.0,-3.82,20,SMA50_BREAK
CEG,2024-09-23,2024-11-04,259.56,241.39,-7.2,30,STOP_LOSS
CEG,2025-08-05,2025-08-07,352.03,327.39,-7.2,2,STOP_LOSS
CEG,2025-10-10,2025-10-22,381.0,354.33,-7.2,8,STOP_LOSS
CHTR,2023-08-30,2023-09-05,451.1,419.52,-7.2,3,STOP_LOSS
CHTR,2023-09-18,2023-10-20,451.45,429.65,-5.03,24,SMA50_BREAK
CHTR,2025-05-14,2025-06-16,407.03,378.54,-7.2,22,STOP_LOSS
CMCSA,2023-08-15,2023-09-25,43.4,42.05,-3.31,28,SMA50_BREAK
COST,2023-07-25,2023-08-21,566.77,543.21,-4.36,19,SMA50_BREAK
COST,2023-09-29,2023-10-20,570.0,552.93,-3.19,15,SMA50_BREAK
COST,2023-11-13,2024-02-09,575.0,723.4,25.61,60,MAX_HOLD
COST,2024-03-05,2024-03-11,768.42,714.63,-7.2,4,STOP_LOSS
COST,2024-05-29,2024-07-24,807.02,830.82,2.75,38,SMA50_BREAK
COST,2024-11-22,2024-12-30,962.74,922.21,-4.41,24,SMA50_BREAK
COST,2025-02-04,2025-03-07,1005.4,964.31,-4.29,22,SMA50_BREAK
COST,2026-05-19,2026-05-26,1077.0,1001.61,-7.2,4,STOP_LOSS
CPRT,2023-02-02,2023-05-01,34.99,39.2,11.85,60,MAX_HOLD
CPRT,2023-05-15,2023-07-27,40.9,44.2,7.86,50,SMA50_BREAK
CPRT,2023-11-13,2024-01-02,48.46,47.51,-2.16,33,SMA50_BREAK
CPRT,2024-02-26,2024-04-17,51.06,54.02,5.6,36,SMA50_BREAK
CPRT,2024-11-25,2024-12-18,63.37,58.93,-7.2,16,STOP_LOSS
CRWD,2023-10-11,2023-10-26,183.85,170.98,-7.2,11,STOP_LOSS
CRWD,2023-11-14,2024-02-12,205.0,321.29,56.53,60,MAX_HOLD
CRWD,2024-06-12,2024-07-17,390.25,362.93,-7.2,23,STOP_LOSS
CRWD,2025-01-29,2025-02-25,404.35,376.05,-7.2,18,STOP_LOSS
CRWD,2025-05-27,2025-07-17,464.0,469.83,1.06,35,SMA50_BREAK
CRWD,2025-10-24,2025-11-20,528.8,501.31,-5.4,19,SMA50_BREAK
CRWD,2026-05-18,2026-06-03,589.49,747.61,26.62,13,EOD
CSCO,2023-06-20,2023-09-14,51.94,56.37,8.33,60,MAX_HOLD
CSCO,2024-10-16,2025-01-14,55.0,59.33,7.67,60,MAX_HOLD
CSCO,2025-06-20,2025-08-15,66.49,66.2,-0.64,39,SMA50_BREAK
CSCO,2025-10-29,2026-01-05,72.68,75.58,3.79,45,SMA50_BREAK
CSCO,2026-02-03,2026-02-12,80.81,75.15,-7.2,7,STOP_LOSS
CSCO,2026-05-01,2026-06-04,91.75,130.0,41.49,24,EOD
CSGP,2023-06-21,2023-07-26,85.07,84.38,-1.01,24,SMA50_BREAK
CSGP,2024-03-18,2024-04-15,96.33,89.59,-7.2,19,STOP_LOSS
CSGP,2025-07-24,2025-09-03,90.84,87.86,-3.48,28,SMA50_BREAK
CSX,2024-01-23,2024-03-26,34.77,36.13,3.71,44,SMA50_BREAK
CSX,2025-12-16,2026-01-07,37.29,35.05,-6.21,14,SMA50_BREAK
CSX,2026-01-27,2026-03-19,37.47,38.49,2.52,36,SMA50_BREAK
CSX,2026-04-20,2026-06-04,43.29,46.23,6.59,33,EOD
CTAS,2022-12-01,2023-01-05,115.81,108.38,-6.62,23,SMA50_BREAK
CTAS,2023-03-31,2023-04-26,115.84,109.91,-5.32,17,SMA50_BREAK
CTAS,2023-05-11,2023-08-04,118.43,122.52,3.26,58,SMA50_BREAK
CTAS,2023-09-15,2023-09-26,131.09,121.91,-7.2,7,STOP_LOSS
CTAS,2023-11-08,2024-02-06,131.89,154.47,16.92,60,MAX_HOLD
CTAS,2024-02-27,2024-05-22,157.89,175.45,10.92,60,MAX_HOLD
CTAS,2024-06-18,2024-09-13,176.79,207.77,17.33,60,MAX_HOLD
CTAS,2024-11-07,2024-12-09,217.0,208.3,-4.21,21,SMA50_BREAK
CTAS,2025-06-02,2025-07-02,225.0,215.66,-4.35,21,SMA50_BREAK
CTSH,2023-12-14,2024-03-06,73.8,76.69,3.72,55,SMA50_BREAK
CTSH,2024-11-08,2024-11-19,81.36,75.66,-7.2,7,STOP_LOSS
CTSH,2025-01-31,2025-03-12,82.84,79.5,-4.23,27,SMA50_BREAK
DASH,2023-11-06,2023-11-09,92.49,86.02,-7.2,3,STOP_LOSS
DASH,2023-11-15,2024-02-13,94.55,116.39,22.9,60,MAX_HOLD
DASH,2024-02-15,2024-02-16,118.59,110.29,-7.2,1,STOP_LOSS
DASH,2024-10-14,2024-12-18,149.79,165.39,10.21,46,SMA50_BREAK
DASH,2025-01-24,2025-03-06,183.46,180.11,-2.02,28,SMA50_BREAK
DASH,2025-06-05,2025-09-02,219.37,244.1,11.07,60,SMA50_BREAK
DASH,2025-10-07,2025-10-17,283.15,263.33,-7.2,8,STOP_LOSS
DDOG,2023-12-15,2024-01-03,121.59,113.08,-7.2,11,STOP_LOSS
DDOG,2024-01-18,2024-03-05,128.21,123.53,-3.85,32,SMA50_BREAK
DDOG,2024-11-25,2024-12-20,155.7,144.8,-7.2,18,STOP_LOSS
DDOG,2025-11-11,2025-11-14,198.65,184.74,-7.2,3,STOP_LOSS
DDOG,2026-05-11,2026-06-03,196.26,250.33,27.35,18,EOD
DLTR,2025-07-23,2025-08-29,114.76,109.17,-5.07,27,SMA50_BREAK
DLTR,2026-01-14,2026-01-22,137.28,127.67,-7.2,5,STOP_LOSS
DXCM,2023-04-27,2023-05-02,125.58,116.79,-7.2,3,STOP_LOSS
DXCM,2023-06-07,2023-07-31,125.76,124.56,-1.15,36,SMA50_BREAK
DXCM,2024-03-26,2024-04-19,140.69,130.84,-7.2,17,STOP_LOSS
EA,2023-12-14,2024-02-02,143.0,136.64,-4.65,33,SMA50_BREAK
EA,2024-02-15,2024-03-05,143.24,136.28,-5.06,12,SMA50_BREAK
EA,2024-07-11,2024-09-06,144.17,144.01,-0.31,40,SMA50_BREAK
EA,2024-11-05,2024-12-17,152.73,154.79,1.15,29,SMA50_BREAK
EA,2025-08-11,2025-11-04,170.57,200.78,17.51,60,MAX_HOLD
EA,2025-12-02,2026-02-02,202.81,203.6,0.19,41,SMA50_BREAK
EA,2026-04-01,2026-05-04,203.35,201.82,-0.95,22,SMA50_BREAK
EXC,2025-02-11,2025-05-08,41.65,45.1,8.08,60,SMA50_BREAK
EXC,2025-10-16,2025-11-11,47.73,45.44,-5.0,18,SMA50_BREAK
EXC,2026-02-17,2026-03-20,48.84,46.44,-5.11,23,SMA50_BREAK
FANG,2022-06-08,2022-06-13,161.54,150.23,-7.2,3,STOP_LOSS
FANG,2022-11-07,2022-11-21,162.7,151.31,-7.2,10,STOP_LOSS
